Make,Model,Year,Purchase Price,Repair Cost,Sales Price,Profit,Stock Days,Date Sold,Sales Person
BMW,3 Series,2021,46577.87,3089.4,53880.73,4213.46,76,14/01/2021,Pat Byrne
Kia,Rio,2019,14585.44,536.92,15959.6,837.24,50,01/01/2021,Jimmy The Fly
Honda,Fit,2021,15006.73,955.47,16196.9,234.7,89,12/01/2021,Jimmy The Fly
Kia,Rio,2020,16366.19,424.69,16912.97,122.09,11,13/01/2021,Santa Barry
BMW,3 Series,2019,40400.61,3166.83,43666.81,99.37,23,21/01/2021,Joe Fats
Audi,A1,2018,21646.13,2042.61,25280.27,1591.53,6,02/01/2021,Santa Barry
BMW,1 Series,2021,33235.77,3215.37,39442.48,2991.34,2,21/01/2021,Mary Black
Audi,A4,2017,33942.87,1803.42,34671.52,-1074.77,12,31/01/2021,Tony Long
Kia,Rio,2018,12590.5,456.34,13069.49,22.65,52,07/01/2021,Santa Barry
Skoda,Octavia,2017,21388.05,1235.93,22034.2,-589.78,40,02/01/2021,Jimmy The Fly
Skoda,Citigo,2020,13881.93,1058.95,14426.83,-514.05,53,08/01/2021,Joe Fats
Skoda,Scala,2019,16989.57,1506.22,19653.45,1157.66,75,18/01/2021,Jimmy The Fly
Audi,A1,2017,16488.12,645.06,17552.15,418.97,74,31/01/2021,Santa Barry
Kia,Ceed,2018,16844.49,1096.71,17700.36,-240.84,22,31/01/2021,Joe Fats
Audi,A5,2018,41793.78,3301.96,49249.32,4153.58,69,13/01/2021,Joe Fats
Honda,Jazz,2018,20712.99,566.75,21324.55,44.81,69,12/01/2021,Tony Long
Skoda,Octavia,2017,17963.14,1169.56,18614.39,-518.31,26,21/01/2021,Mary Black
Audi,A5,2021,57653.56,2476.22,61418.52,1288.74,46,06/01/2021,Pat Byrne
Honda,Fit,2018,9042.81,726.98,10421.45,651.66,62,05/01/2021,Mary Black
Kia,Ceed,2018,17290.9,1677.54,19520.69,552.25,22,24/01/2021,Mary Black
BMW,1 Series,2018,24005.47,2298.97,28520.33,2215.89,11,02/01/2021,Tony Long
Skoda,Scala,2017,11749.86,221.47,12537.58,566.25,36,18/01/2021,Joe Fats
BMW,7 Series,2020,57386.69,1683.41,59357.8,287.7,21,30/01/2021,Tony Long
Audi,A5,2019,43568.73,1237.33,49049.59,4243.53,72,05/01/2021,Jimmy The Fly
Honda,Jazz,2021,30148.46,1970.97,33301.09,1181.66,46,21/01/2021,Joe Fats
Kia,Rio,2017,11140.14,1003.51,11968.07,-175.58,10,28/01/2021,Jimmy The Fly
BMW,7 Series,2018,51600.02,642,52948.39,706.37,42,09/01/2021,Santa Barry
Skoda,Citigo,2020,12488.14,912.99,12897.16,-503.97,18,12/01/2021,Mary Black
BMW,7 Series,2019,53328.13,4276.84,60239.36,2634.39,82,15/01/2021,Pat Byrne
Audi,A4,2018,40764.82,915.28,41332.23,-347.87,18,11/01/2021,Joe Fats
Kia,Spotage,2019,29817.44,2510.08,34658.73,2331.21,41,23/01/2021,Joe Fats
BMW,5 Series,2017,35745.07,3428.59,39651.13,477.47,30,13/01/2021,Jimmy The Fly
Honda,Jazz,2018,21765.79,1155.16,25077.29,2156.34,4,16/01/2021,Santa Barry
Kia,Rio,2018,13213.33,995.26,14702.48,493.89,62,20/01/2021,Tony Long
Honda,Fit,2018,11104.28,679.84,11352.36,-431.76,31,25/01/2021,Tony Long
Skoda,Citigo,2020,12568.15,265.41,13946.17,1112.61,9,30/01/2021,Tony Long
Kia,Spotage,2019,32310.43,326.96,35692.65,3055.26,80,05/01/2021,Santa Barry
Kia,Soul,2020,30904.04,2704.76,33208.31,-400.49,31,27/01/2021,Joe Fats
Kia,Ceed,2017,15343.8,567.1,16434.43,523.53,81,29/01/2021,Santa Barry
Honda,Accord,2020,29345.68,1500.4,30904.06,57.98,42,27/01/2021,Pat Byrne
Kia,Ceed,2019,17871.16,1096.76,20113.18,1145.26,87,21/01/2021,Jimmy The Fly
BMW,3 Series,2017,31965.34,456.45,35470.25,3048.46,39,06/01/2021,Santa Barry
Audi,A6,2017,43930.8,955.35,44015.72,-870.43,47,27/01/2021,Jimmy The Fly
Honda,Accord,2018,21459.23,1057.09,22229.24,-287.08,62,15/01/2021,Tony Long
Skoda,Octavia,2019,25334.73,2095.79,29593.88,2163.36,52,19/01/2021,Jimmy The Fly
Honda,Accord,2019,25669.63,2423.41,27436.35,-656.69,29,06/01/2021,Tony Long
Audi,A4,2017,28139.95,2729.6,33915.36,3045.81,23,19/01/2021,Mary Black
Skoda,Citigo,2021,14100.91,855.47,15595.77,639.39,77,21/01/2021,Pat Byrne
Honda,Civic,2018,18469.8,1738.79,20938.97,730.38,18,24/01/2021,Santa Barry
Skoda,Citigo,2021,14015.19,384.69,14484.09,84.21,43,01/01/2021,Jimmy The Fly
Kia,Rio,2021,18938.28,1011.04,20365.22,415.9,17,09/01/2021,Joe Fats
Skoda,Citigo,2017,8411.95,823.57,10138.93,903.41,66,28/01/2021,Jimmy The Fly
BMW,5 Series,2017,30912.4,1221.24,30615.19,-1518.45,22,24/01/2021,Tony Long
Skoda,Octavia,2017,19285.46,856.65,20080.48,-61.63,29,26/01/2021,Joe Fats
Audi,A6,2019,50274.02,3100.98,51610.77,-1764.23,80,28/01/2021,Mary Black
Skoda,Citigo,2018,10017,919.01,10769.44,-166.57,3,04/01/2021,Tony Long
Honda,Fit,2020,14151.55,892.95,16283.23,1238.73,18,06/01/2021,Santa Barry
BMW,X5,2021,65665.59,1607,73887.52,6614.93,81,10/01/2021,Mary Black
Audi,A3,2020,26856.47,274.27,27325.5,194.76,17,07/01/2021,Jimmy The Fly
Audi,A6,2019,52700.99,1762.44,58780.01,4316.58,23,23/01/2021,Joe Fats
Honda,Accord,2018,20164.87,1676.1,21942.79,101.82,69,17/01/2021,Mary Black
Honda,Fit,2017,7820.45,478.54,8149.51,-149.48,72,26/01/2021,Joe Fats
Audi,A1,2018,21410.43,1109.91,23385.21,864.87,72,10/01/2021,Mary Black
BMW,X5,2020,59475.85,3814.58,67872.86,4582.43,20,28/01/2021,Pat Byrne
Skoda,Octavia,2019,29441.71,2011.26,30323.99,-1128.98,24,04/01/2021,Joe Fats
Audi,A1,2020,26468.84,633.38,29281.57,2179.35,89,11/01/2021,Pat Byrne
Kia,Rio,2020,17133.59,1076.48,18205.91,-4.16,17,21/01/2021,Pat Byrne
Audi,A4,2021,51064.02,2044.11,56280.51,3172.38,31,31/01/2021,Mary Black
Skoda,Citigo,2021,14701.08,1359.72,16858.55,797.75,18,22/01/2021,Mary Black
Kia,Ceed,2019,18670.5,851.21,20384.92,863.21,20,28/01/2021,Tony Long
Audi,A4,2019,41383.31,1035.13,41407.61,-1010.83,35,28/01/2021,Mary Black
Skoda,Octavia,2021,35907.76,1928.76,40294.47,2457.95,55,20/01/2021,Joe Fats
Audi,A4,2019,46541.76,1666.83,52850.9,4642.31,46,20/01/2021,Joe Fats
Kia,Sorento,2018,41199.24,3762.87,45102.99,140.88,42,26/01/2021,Pat Byrne
BMW,3 Series,2018,35801.82,2423.46,39004.82,779.54,39,25/01/2021,Joe Fats
Honda,Civic,2017,13496.76,537.38,14854.07,819.93,39,05/01/2021,Pat Byrne
Audi,A1,2019,22239.08,1480.22,23647.16,-72.14,29,28/01/2021,Pat Byrne
Kia,Ceed,2017,16107.6,1346.12,17423.91,-29.81,53,02/01/2021,Joe Fats
BMW,5 Series,2017,34288.24,880.66,35947.66,778.76,60,06/01/2021,Santa Barry
Audi,A3,2018,23956.4,1313.59,26900.09,1630.1,70,06/01/2021,Mary Black
BMW,7 Series,2021,71965.01,889.07,71993.58,-860.5,21,17/01/2021,Jimmy The Fly
Kia,Sorento,2017,37399.91,1491.36,40586.23,1694.96,87,14/01/2021,Tony Long
Skoda,Scala,2018,14953.68,1008.99,16941.81,979.14,50,01/01/2021,Joe Fats
Honda,Accord,2019,23416.81,1721.65,27490.36,2351.9,38,18/01/2021,Tony Long
Kia,Soul,2017,20482.9,544.52,20448.64,-578.78,3,02/01/2021,Mary Black
Honda,Jazz,2021,31293.22,2545.89,36895.86,3056.75,31,03/01/2021,Mary Black
Audi,A3,2019,26173.11,2532.91,30402.53,1696.51,10,27/01/2021,Jimmy The Fly
Skoda,Octavia,2017,17849.54,1713.5,18604.06,-958.98,87,18/01/2021,Santa Barry
Kia,Soul,2017,23463.53,541.62,24920.63,915.48,10,06/01/2021,Jimmy The Fly
Skoda,Citigo,2018,9904.35,755.78,10380.75,-279.38,58,06/01/2021,Joe Fats
Kia,Soul,2020,31162.05,859.86,35028.55,3006.64,51,15/01/2021,Mary Black
Honda,Fit,2021,14958.07,773.7,17242.79,1511.02,9,08/01/2021,Joe Fats
Audi,A4,2017,35236.65,1246.36,39143.55,2660.54,19,10/01/2021,Mary Black
Honda,Jazz,2018,22412.61,1440.31,23705.14,-147.78,21,29/01/2021,Mary Black
Honda,Accord,2020,26083.99,2187.77,28023.62,-248.14,15,08/01/2021,Joe Fats
Kia,Soul,2018,26779.76,1645.12,27868.44,-556.44,29,27/01/2021,Pat Byrne
Skoda,Scala,2019,15521.38,1008.81,17457.85,927.66,64,12/01/2021,Santa Barry
Kia,Rio,2020,16526.24,1404.66,18574.48,643.58,62,20/01/2021,Mary Black
Audi,A5,2020,51077.2,2227.27,57574.72,4270.25,15,29/01/2021,Jimmy The Fly
Honda,Jazz,2017,16889.38,1051.52,17567.94,-372.96,17,24/01/2021,Tony Long
Skoda,Scala,2018,14274.78,1165.46,16081.7,641.46,42,23/01/2021,Pat Byrne
Honda,Civic,2019,19663.18,1070.15,22057.26,1323.93,85,09/04/2021,Pat Byrne
Skoda,Citigo,2019,11092.14,942,12333.36,299.22,40,18/04/2021,Mary Black
Audi,A5,2021,60403.6,1021.8,60681.91,-743.49,88,03/04/2021,Mary Black
Honda,Jazz,2017,17564.52,1727.41,20968.72,1676.79,35,25/04/2021,Pat Byrne
Audi,A4,2018,36238.48,1438.16,39244.79,1568.15,70,03/04/2021,Santa Barry
Honda,Accord,2017,17596.97,745.05,17578.66,-763.36,53,09/04/2021,Mary Black
Honda,Civic,2021,23023.65,1667.11,26531.72,1840.96,33,05/04/2021,Joe Fats
BMW,5 Series,2018,44216.98,1583.75,43709.77,-2090.96,4,29/04/2021,Santa Barry
BMW,X5,2020,53578.02,751.18,54252.84,-76.36,80,03/04/2021,Tony Long
Audi,A3,2018,22423.84,1839.32,24414.56,151.4,40,24/04/2021,Santa Barry
Kia,Ceed,2018,15041.57,1265.73,15900.15,-407.15,74,28/04/2021,Joe Fats
Kia,Sorento,2021,56926.15,587.3,58425.07,911.62,17,10/04/2021,Tony Long
Honda,Accord,2020,26399.14,798.39,28852.13,1654.6,1,08/04/2021,Mary Black
BMW,X5,2018,47063.3,2631.67,52882.04,3187.07,37,26/04/2021,Mary Black
Honda,Civic,2017,14977.83,1381.46,16845.31,486.02,55,28/04/2021,Jimmy The Fly
Audi,A6,2018,46072.51,3945.27,52790.73,2772.95,82,03/04/2021,Tony Long
Skoda,Scala,2019,14362.77,930.22,16360.36,1067.37,19,28/04/2021,Tony Long
BMW,5 Series,2020,56186.87,4431.63,58409.99,-2208.51,63,27/04/2021,Joe Fats
BMW,5 Series,2017,32534.11,1310.75,33582.1,-262.76,48,23/04/2021,Tony Long
BMW,5 Series,2021,60947.27,5158.58,65820.85,-285,78,02/04/2021,Tony Long
BMW,X5,2017,37148.5,3622.47,42550.6,1779.63,86,15/04/2021,Santa Barry
Audi,A4,2017,29078.02,1041.16,30894.27,775.09,27,22/04/2021,Tony Long
Audi,A5,2020,50043.84,2443.71,51425.98,-1061.57,54,19/04/2021,Joe Fats
Audi,A1,2018,19667.58,1084.83,22454.46,1702.05,5,16/04/2021,Jimmy The Fly
Kia,Rio,2021,19798.17,1548.86,22441.75,1094.72,12,06/04/2021,Mary Black
BMW,5 Series,2017,33876.38,676.06,35551.88,999.44,35,17/04/2021,Tony Long
Kia,Rio,2020,17289.41,338.83,16871.32,-756.92,9,15/04/2021,Joe Fats
Honda,Jazz,2021,28363.52,2342.41,32691.77,1985.84,69,12/04/2021,Pat Byrne
BMW,7 Series,2018,42508.48,3892.84,46318.23,-83.09,42,30/04/2021,Joe Fats
Audi,A3,2018,19257.28,1112.27,21102.55,733,5,26/04/2021,Jimmy The Fly
Kia,Soul,2017,22712.31,405.73,25407.69,2289.65,24,25/04/2021,Pat Byrne
Skoda,Scala,2019,15088.76,523.7,15387.08,-225.38,86,19/04/2021,Tony Long
BMW,5 Series,2019,50907.99,2527.1,51978.7,-1456.39,19,07/04/2021,Tony Long
Kia,Sorento,2017,34005.86,913.72,37773.31,2853.73,60,15/04/2021,Tony Long
Honda,Civic,2019,20112.96,1366.65,21801.3,321.69,38,11/04/2021,Joe Fats
Skoda,Scala,2017,11853.85,1069.66,13599.29,675.78,19,04/04/2021,Mary Black
Skoda,Scala,2018,14719.4,1124.22,16823.42,979.8,13,06/04/2021,Joe Fats
Kia,Rio,2017,10354.77,459.93,10372.52,-442.18,5,10/04/2021,Tony Long
Skoda,Octavia,2021,31729.51,2063.25,34703.82,911.06,81,22/04/2021,Santa Barry
Honda,Fit,2018,10082.98,218.49,11020.17,718.7,31,10/04/2021,Mary Black
Skoda,Octavia,2017,17540.78,904.42,18379.35,-65.85,62,13/04/2021,Santa Barry
Audi,A5,2019,44733.25,2867.55,51934.94,4334.14,84,25/04/2021,Mary Black
Honda,Jazz,2017,15539.36,1402.8,18577.06,1634.9,43,08/04/2021,Joe Fats
Kia,Ceed,2017,15008.02,1109.44,16338.31,220.85,81,14/04/2021,Jimmy The Fly
Honda,Jazz,2017,16809.34,391.32,17271.51,70.85,24,20/04/2021,Joe Fats
BMW,7 Series,2017,35056.56,403.4,37354,1894.04,79,26/04/2021,Pat Byrne
Honda,Jazz,2018,21323.81,862.43,21851.43,-334.81,23,15/04/2021,Pat Byrne
Honda,Jazz,2017,17114.92,1575.44,20019.2,1328.84,59,20/04/2021,Santa Barry
BMW,1 Series,2018,25581.6,1035.26,28905.89,2289.03,32,17/04/2021,Pat Byrne
Skoda,Citigo,2018,10597.19,918.16,10971.11,-544.24,59,11/04/2021,Joe Fats
Audi,A3,2019,23608.77,604.15,24041.8,-171.12,23,08/04/2021,Jimmy The Fly
Audi,A5,2021,60797.52,1588.71,59541.93,-2844.3,14,15/04/2021,Mary Black
BMW,5 Series,2019,47687.06,616.54,46246.64,-2056.96,33,12/04/2021,Mary Black
Kia,Rio,2019,15273.22,1075.01,15703.13,-645.1,86,24/04/2021,Pat Byrne
Honda,Accord,2019,26357.61,2307.99,28164.85,-500.75,72,10/04/2021,Tony Long
Skoda,Scala,2020,18474.76,1234.14,20420.26,711.36,85,15/04/2021,Pat Byrne
Audi,A5,2017,36671.7,404.74,38095.02,1018.58,36,14/04/2021,Pat Byrne
Kia,Sorento,2018,39801.8,911.63,39848.66,-864.77,29,05/04/2021,Jimmy The Fly
Kia,Ceed,2019,18615.29,1062.86,19329.07,-349.08,1,29/04/2021,Mary Black
Kia,Sorento,2017,33006.91,2635.48,34950.12,-692.27,86,27/04/2021,Tony Long
Audi,A1,2020,26096.73,1324.21,29059.1,1638.16,66,15/04/2021,Pat Byrne
BMW,X5,2018,41743.16,3766.24,44919.02,-590.38,19,25/04/2021,Jimmy The Fly
Kia,Rio,2018,12236.13,657.85,12776.9,-117.08,76,30/04/2021,Mary Black
Skoda,Octavia,2020,32755.46,1914.66,35429.99,759.87,31,29/04/2021,Mary Black
Skoda,Citigo,2018,10814.83,917.35,12890.72,1158.54,69,18/04/2021,Joe Fats
BMW,X5,2020,59951.52,2796.62,60571.15,-2176.99,14,30/04/2021,Mary Black
Honda,Civic,2021,23675.07,2287.17,27682.24,1720,34,05/04/2021,Tony Long
Audi,A5,2019,44054.4,2025.12,48713.25,2633.73,16,12/04/2021,Tony Long
Skoda,Scala,2020,16388,1005.33,17160.27,-233.06,12,12/04/2021,Joe Fats
Skoda,Scala,2017,11870.58,1066.52,12849.15,-87.95,22,29/04/2021,Tony Long
Kia,Rio,2020,16057.04,427.01,15878.29,-605.76,61,14/04/2021,Tony Long
Honda,Fit,2017,9661.59,202.86,10244.91,380.46,5,29/04/2021,Mary Black
Audi,A1,2020,27434.87,383.87,26642.04,-1176.7,52,20/04/2021,Mary Black
BMW,X5,2019,50012.49,3193.86,52912.75,-293.6,78,09/04/2021,Tony Long
Audi,A3,2021,29904.49,1119.39,31918.42,894.54,87,25/04/2021,Pat Byrne
Audi,A5,2017,36630.54,3505.01,41717.4,1581.85,82,16/04/2021,Tony Long
Skoda,Octavia,2020,32840.32,807.74,32260.21,-1387.85,76,21/04/2021,Jimmy The Fly
Skoda,Scala,2017,12475.73,513.49,12514.89,-474.33,44,09/04/2021,Tony Long
Skoda,Scala,2020,18836.65,1303.54,21096.86,956.67,30,15/04/2021,Joe Fats
Kia,Soul,2020,32444.06,1841.24,36053.78,1768.48,75,09/04/2021,Jimmy The Fly
Honda,Accord,2017,16845.85,442.65,16925.31,-363.19,17,01/04/2021,Tony Long
Skoda,Scala,2018,14464.48,1058.54,16688.26,1165.24,31,26/04/2021,Tony Long
Kia,Spotage,2018,25028.11,877.08,27203.2,1298.01,14,23/04/2021,Pat Byrne
Honda,Accord,2020,26870.65,2432.4,29661.85,358.8,59,29/04/2021,Pat Byrne
Kia,Sorento,2019,42001.73,3881.9,47963.71,2080.08,83,04/04/2021,Santa Barry
BMW,3 Series,2021,46671.48,2723.4,52745.11,3350.23,89,29/04/2021,Jimmy The Fly
Audi,A5,2019,49493.66,4046.01,55174.38,1634.71,20,16/04/2021,Mary Black
Skoda,Octavia,2018,22052.82,1827.36,22705.24,-1174.94,38,28/04/2021,Joe Fats
BMW,5 Series,2018,41662.12,3795.53,48250.14,2792.49,42,04/04/2021,Joe Fats
Audi,A1,2017,17659.83,1330.92,20726.79,1736.04,72,08/04/2021,Pat Byrne
Kia,Spotage,2019,33456.41,3269.39,36301.59,-424.21,29,15/04/2021,Tony Long
Kia,Sorento,2018,42902.48,4161.05,46409.39,-654.14,69,09/04/2021,Pat Byrne
Honda,Fit,2019,10904.92,457.76,12438.87,1076.19,51,24/04/2021,Mary Black
BMW,X5,2021,60536.5,2033.08,67535.95,4966.37,35,16/04/2021,Santa Barry
BMW,1 Series,2018,21977.19,1970.81,22846.83,-1101.17,81,01/04/2021,Jimmy The Fly
Audi,A6,2019,55945.42,4094.29,58474.76,-1564.95,72,05/04/2021,Jimmy The Fly
Kia,Spotage,2021,41306.74,2053.96,45904.92,2544.22,35,02/04/2021,Pat Byrne
Kia,Spotage,2019,29633.03,363.43,29967.26,-29.2,4,12/04/2021,Mary Black
BMW,X5,2021,61530.12,1159.58,62422.21,-267.49,78,05/04/2021,Joe Fats
Honda,Jazz,2018,22447.9,1763.75,23418.15,-793.5,76,08/04/2021,Pat Byrne
Kia,Soul,2021,38062.14,2804.38,40061.81,-804.71,58,24/04/2021,Santa Barry
Skoda,Citigo,2020,12128.17,1065.8,13936.02,742.05,70,22/04/2021,Pat Byrne
Honda,Fit,2017,8498.22,352.97,9516.43,665.24,3,20/04/2021,Santa Barry
Honda,Civic,2020,22204.95,1455.28,23591.03,-69.2,77,15/04/2021,Joe Fats
Kia,Soul,2020,32733.92,1909.82,33259.24,-1384.5,8,13/04/2021,Jimmy The Fly
Honda,Civic,2020,21610.96,1689.62,25586.92,2286.34,32,25/04/2021,Jimmy The Fly
BMW,3 Series,2017,30181.23,2655.23,35171.9,2335.44,74,10/04/2021,Jimmy The Fly
Skoda,Citigo,2021,14247.13,412.84,16004.63,1344.66,45,24/04/2021,Santa Barry
BMW,1 Series,2020,28174.52,2777.11,33428.07,2476.44,49,08/04/2021,Santa Barry
Audi,A3,2020,28679.6,2246.68,29545.49,-1380.79,86,05/04/2021,Jimmy The Fly
Skoda,Scala,2020,16554.08,866.17,18081.99,661.74,22,14/04/2021,Pat Byrne
Honda,Jazz,2018,21876.9,1128.26,24580.45,1575.29,30,01/04/2021,Tony Long
Skoda,Citigo,2020,13090.31,309.59,13342.52,-57.38,28,13/04/2021,Pat Byrne
BMW,7 Series,2021,63463.41,1985.44,67175.66,1726.81,57,17/04/2021,Pat Byrne
Honda,Jazz,2017,17142.23,655.5,17547.74,-249.99,34,08/04/2021,Tony Long
Audi,A3,2021,33120.41,1164.76,32879.99,-1405.18,17,18/04/2021,Joe Fats
Kia,Sorento,2017,37193.76,3591.96,40778.15,-7.57,62,17/04/2021,Pat Byrne
Kia,Sorento,2017,32045.05,1848.09,35118.28,1225.14,61,10/04/2021,Tony Long
Kia,Spotage,2019,28154.5,287.91,28587.58,145.17,3,29/04/2021,Pat Byrne
Honda,Accord,2020,29149.52,991,32869.25,2728.73,75,08/04/2021,Santa Barry
Audi,A3,2017,16740.3,816.71,17667.6,110.59,34,30/04/2021,Santa Barry
Skoda,Scala,2021,19873.3,379.11,20261.21,8.8,25,24/04/2021,Mary Black
BMW,3 Series,2020,44480.39,2988.13,48305.52,837,39,23/04/2021,Tony Long
Honda,Fit,2018,10680.21,951.56,11988.38,356.61,41,22/04/2021,Pat Byrne
Honda,Jazz,2019,21786.05,2082.12,22695.12,-1173.05,62,25/04/2021,Mary Black
Audi,A3,2018,22616.24,1280.61,26152.57,2255.72,46,20/04/2021,Tony Long
Audi,A1,2020,25969.2,2163.6,30122.73,1989.93,6,29/04/2021,Pat Byrne
Audi,A1,2018,18960.23,1012.08,20515.11,542.8,10,04/04/2021,Joe Fats
Audi,A4,2017,33143.09,700.75,33681.79,-162.05,52,24/04/2021,Pat Byrne
BMW,3 Series,2020,42883.26,3515.2,46896.47,498.01,79,19/04/2021,Tony Long
Audi,A3,2021,33437.26,476.71,32962.51,-951.46,61,11/04/2021,Pat Byrne
BMW,X5,2020,55437.2,3375.83,61823.43,3010.4,66,03/04/2021,Joe Fats
Kia,Ceed,2020,21746.44,893.91,24834,2193.65,11,06/04/2021,Mary Black
Skoda,Scala,2018,13790.96,855.05,14196.98,-449.03,38,19/04/2021,Jimmy The Fly
BMW,1 Series,2021,33466.03,1985.02,34583.49,-867.56,83,30/04/2021,Mary Black
Honda,Civic,2018,18401.47,740.42,19900.54,758.65,20,10/04/2021,Santa Barry
BMW,5 Series,2021,59850.68,1990.09,63414.47,1573.7,77,26/04/2021,Santa Barry
Honda,Civic,2018,15423.25,421.59,17330.29,1485.45,27,20/04/2021,Santa Barry
Kia,Rio,2019,14955.15,939.9,15503.11,-391.94,38,03/04/2021,Santa Barry
Skoda,Octavia,2020,32660.56,1044.78,32723.03,-982.31,10,11/04/2021,Jimmy The Fly
Honda,Fit,2019,10849.84,706.87,12049.49,492.78,13,20/04/2021,Tony Long
Kia,Spotage,2019,31811.29,1561.81,32844.8,-528.3,54,27/04/2021,Joe Fats
BMW,1 Series,2018,24246.93,2253.23,25340.51,-1159.65,83,21/04/2021,Tony Long
BMW,1 Series,2019,26318.11,1797.26,27278.24,-837.13,70,28/04/2021,Mary Black
Honda,Civic,2020,22427.93,294.75,21994.54,-728.14,72,09/04/2021,Tony Long
Honda,Civic,2019,20628.39,672.66,23189.99,1888.94,86,16/04/2021,Jimmy The Fly
Kia,Sorento,2019,44611.15,3759.39,46088.06,-2282.48,45,04/04/2021,Joe Fats
Skoda,Octavia,2020,30281.44,814.92,33443.82,2347.46,17,28/04/2021,Jimmy The Fly
Audi,A1,2019,22519.62,2212.3,24780.67,48.75,65,20/04/2021,Jimmy The Fly
Skoda,Citigo,2019,11710.48,959.41,13705.9,1036.01,80,10/04/2021,Mary Black
Honda,Accord,2020,25665.22,2113.08,28066.08,287.78,35,06/04/2021,Mary Black
Skoda,Scala,2017,12885.8,579.73,14535.31,1069.78,21,22/04/2021,Santa Barry
Audi,A4,2021,55033.99,1902.19,54902.2,-2033.98,63,24/04/2021,Joe Fats
Honda,Civic,2018,16042.85,661.3,17547.25,843.1,71,09/04/2021,Santa Barry
Kia,Sorento,2021,56443.9,3203.5,58191.46,-1455.94,27,23/04/2021,Mary Black
Audi,A1,2019,21237.99,1357.68,22725.42,129.75,52,16/04/2021,Pat Byrne
BMW,7 Series,2021,67689.05,5122.81,70295.52,-2516.34,58,20/04/2021,Mary Black
Kia,Sorento,2018,42978.16,1887.4,44928.09,62.53,68,14/04/2021,Tony Long
Skoda,Octavia,2020,30372.74,3022.81,32169.62,-1225.93,26,19/04/2021,Tony Long
Skoda,Scala,2018,14029.27,256.51,14134.69,-151.09,14,26/04/2021,Joe Fats
Skoda,Octavia,2021,35907.66,2944.04,39815.49,963.79,34,02/04/2021,Joe Fats
Kia,Spotage,2020,36765.98,1375.46,38358.93,217.49,12,04/04/2021,Joe Fats
BMW,7 Series,2019,55442.78,3568.3,59801.21,790.13,76,16/04/2021,Joe Fats
Skoda,Scala,2021,18341.93,588.63,18990.29,59.73,66,21/04/2021,Jimmy The Fly
Kia,Spotage,2021,40103.93,1037.46,42496.33,1354.94,41,01/04/2021,Santa Barry
BMW,1 Series,2021,36359.12,915.95,40589.84,3314.77,35,27/04/2021,Mary Black
Honda,Fit,2018,9136.92,733.79,9823.43,-47.28,53,24/04/2021,Joe Fats
Honda,Civic,2017,15211.49,733.39,15220.57,-724.31,84,17/04/2021,Jimmy The Fly
Skoda,Scala,2019,14511.99,1140.22,14916.91,-735.3,11,18/04/2021,Jimmy The Fly
Kia,Sorento,2017,34075.96,2130.05,39573.81,3367.8,26,13/04/2021,Mary Black
Kia,Ceed,2017,12713.4,513.37,13724.05,497.28,39,22/04/2021,Jimmy The Fly
Kia,Sorento,2018,40747.7,1068.47,44003.64,2187.47,13,24/04/2021,Pat Byrne
Skoda,Scala,2018,14439.63,1109.68,16254.42,705.11,27,25/04/2021,Pat Byrne
Skoda,Citigo,2020,12722.37,1177.66,15126.18,1226.15,18,30/04/2021,Mary Black
Kia,Spotage,2018,25267.04,2222.3,27500.36,11.02,19,09/04/2021,Tony Long
Kia,Sorento,2019,47457.11,4287.95,56455.87,4710.81,4,12/04/2021,Mary Black
Skoda,Octavia,2018,21460.27,795.78,22554.64,298.59,23,05/04/2021,Mary Black
Audi,A6,2019,55708.34,3510.21,56886.36,-2332.19,78,19/04/2021,Jimmy The Fly
Kia,Soul,2018,24527.57,1895.46,27485.26,1062.23,90,06/04/2021,Tony Long
BMW,X5,2017,35129.81,482.93,34440.12,-1172.62,37,17/04/2021,Mary Black
Audi,A4,2017,29665.34,1476.61,31973.83,831.88,88,04/04/2021,Mary Black
Kia,Ceed,2017,13072.32,508.57,14402.16,821.27,67,01/04/2021,Jimmy The Fly
Honda,Fit,2020,12232.57,1063.47,13263.32,-32.72,19,09/04/2021,Joe Fats
Skoda,Citigo,2017,9064.45,272.94,9298.39,-39,20,10/04/2021,Joe Fats
Skoda,Scala,2017,11280.75,116.35,11426.77,29.67,30,09/04/2021,Tony Long
Honda,Civic,2020,21869.64,1723.28,24607.84,1014.92,69,23/04/2021,Santa Barry
Skoda,Citigo,2019,11916.67,777.82,13320.08,625.59,57,29/04/2021,Joe Fats
Kia,Ceed,2018,16802.34,468.9,17802.29,531.05,72,19/04/2021,Jimmy The Fly
BMW,3 Series,2017,27396.67,1669.96,31643.42,2576.79,3,13/04/2021,Pat Byrne
Kia,Spotage,2019,29920.28,2874.02,33583.75,789.45,5,26/04/2021,Joe Fats
Kia,Soul,2020,31666.11,1340.17,32001.84,-1004.44,41,10/04/2021,Jimmy The Fly
Skoda,Citigo,2019,11756.62,653.56,12820.83,410.65,77,21/04/2021,Joe Fats
Honda,Civic,2020,21733.38,1516.59,25201.2,1951.23,80,15/04/2021,Jimmy The Fly
Audi,A5,2019,47583.74,1763.44,50206.35,859.17,58,30/04/2021,Pat Byrne
Honda,Civic,2017,12669.62,132.16,13510.96,709.18,38,04/04/2021,Pat Byrne
